数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,计时次数字段,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源,逐样本数值验证记录
81组实验数据2,45,A2-B2-C3-D3,2,2,3,3,allow_fp32_to_fp16,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,600.1569167,6.664923604,6.702979141,8.224553427,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp45 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,46,A2-B3-C1-D1,2,3,1,1,allow_fp32_to_fp16,16,high_precision,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,576.1723412,27.76946906,28.04010283,28.22589746,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp46 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,47,A2-B3-C1-D2,2,3,1,2,allow_fp32_to_fp16,16,high_precision,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,578.062179,27.67868333,27.95269051,27.95653092,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp47 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,48,A2-B3-C1-D3,2,3,1,3,allow_fp32_to_fp16,16,high_precision,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,571.2824708,28.00716076,28.45743166,28.6162052,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp48 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,49,A2-B3-C2-D1,2,3,2,1,allow_fp32_to_fp16,16,high_performance,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,569.908895,28.07466271,28.31502614,28.41409207,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp49 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,50,A2-B3-C2-D2,2,3,2,2,allow_fp32_to_fp16,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,578.539955,27.65582543,28.01438938,28.32140399,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp50 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,51,A2-B3-C2-D3,2,3,2,3,allow_fp32_to_fp16,16,high_performance,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,578.8015801,27.64332467,27.9381569,27.94372974,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp51 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,52,A2-B3-C3-D1,2,3,3,1,allow_fp32_to_fp16,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,578.6116091,27.65240059,27.90936957,29.67365362,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp52 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,53,A2-B3-C3-D2,2,3,3,2,allow_fp32_to_fp16,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,580.8323121,27.54667684,27.82684481,27.87379505,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp53 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,54,A2-B3-C3-D3,2,3,3,3,allow_fp32_to_fp16,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,577.9230936,27.6853446,27.79467978,30.16113546,0.999999,0.999999,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp54 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,55,A3-B1-C1-D1,3,1,1,1,force_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,703.4013577,1.421663449,1.434885936,1.521494147,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp55 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,56,A3-B1-C1-D2,3,1,1,2,force_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,694.637346,1.43960011,1.497722783,1.700163769,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp56 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,57,A3-B1-C1-D3,3,1,1,3,force_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,704.5938917,1.419257265,1.44398343,1.513067215,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp57 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,58,A3-B1-C2-D1,3,1,2,1,force_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,706.2130078,1.416003371,1.421865908,1.534723895,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp58 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,59,A3-B1-C2-D2,3,1,2,2,force_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,643.4368595,1.554154048,1.573856932,4.16043654,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp59 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,60,A3-B1-C2-D3,3,1,2,3,force_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,707.0700871,1.414286954,1.425323065,1.507005827,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp60 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,61,A3-B1-C3-D1,3,1,3,1,force_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:1,3,224,224",是,记录满足检查,704.4957034,1.419455073,1.461651241,1.505033713,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp61 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,62,A3-B1-C3-D2,3,1,3,2,force_fp16,1,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:1,3,224,224",是,记录满足检查,705.9152409,1.416600665,1.436255545,1.498856061,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp62 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,63,A3-B1-C3-D3,3,1,3,3,force_fp16,1,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:1,3,224,224",是,记录满足检查,655.2149619,1.526216674,1.525791435,3.966560842,0.999999,0.999999,1,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:1,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp63 --precision_mode=force_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,64,A3-B2-C1-D1,3,2,1,1,force_fp16,4,high_precision,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,832.6157626,4.80413677,4.944873286,5.96949019,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp64 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,65,A3-B2-C1-D2,3,2,1,2,force_fp16,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,791.0426481,5.056617377,5.017227425,8.597432031,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp65 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,66,A3-B2-C1-D3,3,2,1,3,force_fp16,4,high_precision,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,786.2507657,5.087435427,5.110734725,7.849555694,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp66 --precision_mode=force_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
81组实验数据2,67,A3-B2-C2-D1,3,2,2,1,force_fp16,4,high_performance,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,830.975932,4.813617153,4.281734091,4.94617073,0.999999,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp67 --precision_mode=force_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2\evaluation_report.json,"[{""sample_id"":0,""cosine_similarity"":0.999999},{""sample_id"":1,""cosine_similarity"":0.999999},{""sample_id"":2,""cosine_similarity"":0.999999},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":0.999999},{""sample_id"":5,""cosine_similarity"":0.999999},{""sample_id"":6,""cosine_similarity"":0.999999},{""sample_id"":7,""cosine_similarity"":0.999999},{""sample_id"":8,""cosine_similarity"":0.999999},{""sample_id"":9,""cosine_similarity"":0.999999}]"
